TH 100272945963 -482 -4.813518352458168
HE 86697336727 -503 -5.023391185284271
IN 68595215308 -537 -5.361270912734822
ER 57754162106 -561 -5.6094539415633955
AN 55974567611 -566 -5.654607382286211
RE 52285662239 -576 -5.752963475722805
ON 49570981965 -583 -5.829883023131338
AT 41920838452 -608 -6.071711288676705
EN 41004903554 -611 -6.103582416831425
ND 38129777631 -621 -6.208460743513245
TI 37856196209 -622 -6.21884940463934
ES 37766388079 -623 -6.222276047775388
OR 35994097756 -630 -6.291618505400492
TE 33973261529 -638 -6.374979133283909
OF 33130341561 -642 -6.411225783821641
ED 32937140633 -642 -6.419663544910189
IS 31817918249 -647 -6.469539413397581
IT 31672532308 -648 -6.476146641440842
AL 30662410438 -653 -6.5229077461279745
AR 30308513014 -654 -6.5396557880976856
ST 29704461829 -657 -6.568699210213367
TO 29360205581 -659 -6.585516790930725
NT 29359771944 -659 -6.585538099043426
NG 26871805511 -672 -6.713285601948434
SE 26282488562 -675 -6.745276976974876
HA 26103411208 -676 -6.755140509644042
AS 24561944198 -685 -6.842954099333881
OU 24531132241 -685 -6.844765037520008
IO 23542263265 -691 -6.904125838586609
LE 23382173640 -692 -6.913969809847254
VE 23270129573 -693 -6.920899616929782
CO 22384167777 -698 -6.976900179774859
ME 22360109325 -698 -6.978451618974829
DE 21565300071 -704 -7.030667070286919
HI 21520845924 -704 -7.033644073622762
RI 20516398905 -711 -7.102601333570352
RO 20491179118 -711 -7.104375857596239
IC 19701195496 -717 -7.161095683831429
NE 19504235770 -718 -7.175591390233577
EA 19403941063 -719 -7.183029158264427
RA 19332539912 -719 -7.1883476694211135
CE 18367773425 -727 -7.26220210998591
LI 17604626629 -733 -7.323424231047128
CH 16854985236 -739 -7.386203497298141
LL 16257360474 -744 -7.438285818750335
BE 16249257887 -744 -7.439005029970328
MA 15938689768 -747 -7.46684582271754
SI 15509759748 -751 -7.506202522235914
OM 15402602484 -752 -7.516204725977882
UR 15303657594 -753 -7.525502360780383
CA 15174413181 -754 -7.537738134674621
EL 14952716079 -756 -7.558971295010424
TA 14941000711 -757 -7.560102081409363
LA 14874551789 -757 -7.566532664170207
NS 14350320288 -762 -7.618295923795016
DI 13899990598 -767 -7.664294953779166
FO 13753006196 -768 -7.6796318567899045
HO 13672603513 -769 -7.688090876339817
PE 13477683504 -771 -7.708806308314059
EC 13457763533 -772 -7.710940184063291
PR 13378480175 -772 -7.719464628946743
NO 13099447521 -775 -7.749872894575132
CT 12997849406 -777 -7.7611059228515575
US 12808517567 -779 -7.782275350262273
AC 12625666388 -781 -7.803019324946976
OT 12465822481 -783 -7.821400787500536
IL 12167821320 -786 -7.8563079879875035
TR 12006693396 -788 -7.875539968609963
LY 11983948242 -788 -7.878275562864117
NC 11722631112 -792 -7.910082445865016
ET 11634161334 -793 -7.921011645212451
UT 11423899818 -795 -7.947323628055042
SS 11421755201 -795 -7.947594491667116
SO 11214705934 -798 -7.973987069514599
RS 11180732354 -798 -7.978364170989465
UN 11121118166 -799 -7.986077010617092
LO 10908830081 -802 -8.013882472928973
WA 10865206430 -802 -8.019663276054887
GE 10861045622 -803 -8.020215858904995
IE 10845731320 -803 -8.02225152465793
WH 10680697684 -805 -8.044372971096381
EE 10647199443 -805 -8.048904855849626
WI 10557401491 -807 -8.0611240751483
EM 10536054813 -807 -8.064044104616853
AD 10375130449 -809 -8.086249384925404
OL 10305660447 -810 -8.095941896671826
RT 10198055461 -812 -8.111084771808539
PO 10189505383 -812 -8.112294838667065
WE 10176141608 -812 -8.114188208879552
NA 9790855551 -817 -8.16987202386105
UL 9751225781 -818 -8.17572337101782
NI 9564648232 -821 -8.203595045520572
TS 9516029773 -822 -8.21094717016404
MO 9498813191 -822 -8.213559685482137
OW 9318366591 -825 -8.241229867535248
PA 9123652775 -828 -8.271695413639828
IM 8959759181 -830 -8.297846999441402
MI 8957825538 -830 -8.298158387077763
AI 8922759715 -831 -8.303816966266334
SH 8888705287 -831 -8.309333661748738
IR 8886799024 -831 -8.30964309389073
SU 8774129154 -833 -8.328051012921035
ID 8332214014 -841 -8.402607060038436
OS 8176085241 -843 -8.429896718312293
IV 8116349309 -845 -8.440475998992044
IA 8072199471 -845 -8.448345130575436
AM 8032259916 -846 -8.455501001465016
FI 8024355222 -846 -8.456921483136329
CI 7936922442 -848 -8.472727247867082
VI 7600241898 -854 -8.535261618775538
PL 7415349106 -858 -8.570792341000013
IG 7189051323 -862 -8.615505552451875
TU 7187510085 -862 -8.615814880442697
EV 7184041787 -862 -8.616511213930679
LD 7122648226 -863 -8.628893215580318
RY 6985436186 -866 -8.656956752170178
MP 6743935008 -871 -8.70771632271628
FE 6670566518 -873 -8.723497663814502
BL 6581097936 -875 -8.742978664296958
AB 6479202253 -877 -8.765490762371845
GH 6414827751 -878 -8.779896428623355
TY 6408447994 -879 -8.781331950205667
OP 6313536754 -881 -8.802858546631525
WO 6252724050 -882 -8.816822107111939
SA 6147356936 -885 -8.841340700463816
AY 6128842727 -885 -8.84569227155095
EX 6035335807 -887 -8.867872910652142
KE 6027536039 -887 -8.869738583822455
FR 6011200185 -888 -8.873653890143157
OO 5928601045 -890 -8.893615239317118
AV 5778409728 -894 -8.930634451343384
AG 5772552144 -894 -8.932097655569137
IF 5731148470 -895 -8.942482684713429
AP 5719570727 -895 -8.945400083666707
GR 5548472398 -899 -8.989216331393516
OD 5511014957 -900 -8.998988912936245
BO 5509918152 -900 -8.99927606741284
SP 5392724233 -904 -9.030292694772028
RD 5338083783 -905 -9.044985006369457
DO 5307591560 -906 -9.05324960166944
UC 5291161134 -906 -9.057722602177764
BU 5214802738 -908 -9.078694275105525
EI 5169898489 -910 -9.091171002107503
OV 5021440160 -914 -9.133205763978978
BY 4975814759 -915 -9.146374178165182
RM 4938158020 -916 -9.157333952431573
EP 4837800987 -919 -9.186955533298427
TT 4812693687 -920 -9.194462352407996
OC 4692062395 -924 -9.231084757129643
FA 4624241031 -926 -9.25209035764603
EF 4588497002 -927 -9.26328529056167
CU 4585165906 -927 -9.264333019465226
RN 4521640992 -929 -9.284460505621608
SC 4363410770 -934 -9.335850660618926
GI 4275639800 -937 -9.365166636774154
DA 4259590348 -938 -9.370592264833975
YO 4226720021 -939 -9.381768404483992
CR 4214150542 -939 -9.386065103096799
CL 4201617719 -940 -9.390362050063908
DU 4186093215 -940 -9.395702517964923
GA 4175274057 -940 -9.399436059093526
QU 4160167957 -941 -9.404665180566493
UE 4158448570 -941 -9.405261566065198
FF 4125634219 -942 -9.416691038767823
BA 4122472992 -942 -9.417796913514977
EY 4053144855 -945 -9.442265218857989
LS 3990203351 -947 -9.464844683752329
VA 3946966167 -949 -9.480562802864037
UM 3901923211 -950 -9.497121569204218
PP 3850125519 -952 -9.516401475229287
UA 3844138094 -952 -9.518646792138348
UP 3835093459 -953 -9.522045219702747
LU 3811884104 -954 -9.53080269908416
GO 3725558729 -957 -9.563850150018311
HT 3670802795 -959 -9.585211344264398
RU 3618438291 -961 -9.60593978744181
UG 3606562400 -962 -9.610682570234571
DS 3560125353 -963 -9.62937891569238
LT 3486149365 -966 -9.65967257201995
PI 3470838749 -967 -9.666022614615557
RC 3422694015 -969 -9.686174632657634
RR 3404547067 -970 -9.693844077231443
EG 3370515965 -971 -9.708337496631536
AU 3356322923 -972 -9.71442542649825
CK 3316660134 -974 -9.731575772110128
EW 3293529190 -975 -9.741672618891368
MU 3231856188 -977 -9.768943953340619
BR 3145611704 -981 -9.807966360724302
BI 3005679357 -988 -9.87361584326034
PT 2982699529 -989 -9.884688304522516
AK 2952167845 -990 -9.89953220747605
PU 2947681332 -991 -9.901726389431307
UI 2852182384 -995 -9.949240716898256
RG 2813274913 -997 -9.969056415777267
IB 2780268452 -999 -9.986082764612794
TL 2775935006 -999 -9.988333165400604
NY 2760941827 -1000 -9.996146464668307
KI 2759841743 -1000 -9.996721414123098
RK 2736041446 -1001 -10.009216870780374
YS 2730343336 -1002 -10.012224576363398
OB 2725791138 -1002 -10.01463193455169
MM 2708822249 -1003 -10.023641227325417
FU 2706168901 -1003 -10.02505506982313
PH 2661480326 -1005 -10.049078053615466
OG 2651165734 -1006 -10.054680094199856
MS 2617582287 -1008 -10.073072064517708
YE 2612941418 -1008 -10.075632175444923
UD 2577213760 -1010 -10.09549475273138
MB 2544901434 -1012 -10.113697174620063
IP 2515455253 -1014 -10.130487429303944
UB 2497666762 -1015 -10.14072594948115
OI 2474275212 -1016 -10.154300976035271
RL 2432373251 -1018 -10.178942325987595
GU 2418410978 -1019 -10.187247522296568
DR 2409399231 -1020 -10.1926334911887
HR 2379584978 -1022 -10.210596979379917
CC 2344219345 -1024 -10.232199388427365
TW 2322619238 -1025 -10.2455542920565
FT 2302659749 -1026 -10.258005707251591
WN 2227183930 -1031 -10.30608624849804
NU 2217508482 -1032 -10.312367332360123
AF 2092395523 -1040 -10.396151366920877
HU 2077887429 -1041 -10.406189457831749
NN 2051719074 -1043 -10.42447374776189
EO 2044268477 -1043 -10.429722275038749
VO 2004982879 -1046 -10.45771703792096
RV 1953555667 -1050 -10.495204589116202
NF 1894270041 -1054 -10.539664943715865
XP 1885334638 -1055 -10.546486337327453
GN 1850801359 -1058 -10.573156891742853
SM 1838392669 -1059 -10.582862005050426
FL 1830098844 -1059 -10.589385384229658
IZ 1814164135 -1061 -10.602001966668144
OK 1813376076 -1061 -10.602628798494868
NL 1798491132 -1062 -10.614519909223343
MY 1753447198 -1066 -10.651112968049596
GL 1709752272 -1069 -10.687519648545043
AW 1689436638 -1071 -10.704764711508698
JU 1655210582 -1074 -10.73429218130655
OA 1620913259 -1077 -10.764500065955515
EQ 1614312175 -1078 -10.770387361635777
SY 1602829285 -1079 -10.780686180636863
SL 1575646777 -1081 -10.80536280226322
PS 1538723474 -1084 -10.83957296858321
JO 1516687319 -1087 -10.860383265400658
LF 1507867867 -1087 -10.868796942741948
NV 1466426243 -1091 -10.909002445361356
JE 1463052212 -1092 -10.912325698981645
NK 1455100124 -1093 -10.92018852791665
KN 1450401608 -1093 -10.924854525229364
GS 1443474876 -1094 -10.931760957510614
DY 1421751251 -1096 -10.953637881141804
HY 1412343465 -1097 -10.963215977437994
ZE 1402290616 -1098 -10.973521584946687
KS 1339590722 -1104 -11.03951466570696
XT 1315669490 -1107 -11.065509840344816
BS 1292319275 -1110 -11.091344414483297
IK 1209994695 -1119 -11.186306232401666
DD 1205446875 -1120 -11.191738883052324
CY 1176324279 -1123 -11.227021129836565
RP 1173542093 -1124 -11.23043736478931
SK 1112771273 -1131 -11.307149873327782
XI 1111463633 -1131 -11.308846210305349
OE 1089254517 -1134 -11.337965858612812
OY 1020190223 -1144 -11.432468774625628
WS 989253674 -1148 -11.476894531055931
LV 984229060 -1149 -11.484240935695526
DL 911886482 -1160 -11.594380810370943
RF 909634941 -1160 -11.597947376917803
EU 878402090 -1165 -11.648353562139732
DG 874188188 -1166 -11.655291164502021
WR 867361010 -1167 -11.666602457113768
XA 834649781 -1173 -11.722064079235972
YI 812619095 -1177 -11.760655783436489
NM 782441941 -1182 -11.815251344208084
EB 763383542 -1186 -11.850826965451668
RB 753194669 -1188 -11.87021226004057
TM 746621025 -1189 -11.8828589130318
XC 746076293 -1189 -11.88391188228333
EH 742240059 -1190 -11.89134918284042
TC 736955048 -1191 -11.90165842677859
GY 731420025 -1192 -11.912534923105696
JA 729206855 -1192 -11.916906925109128
HN 726288117 -1193 -11.922693072856637
YP 702499946 -1198 -11.970736934273393
ZA 702199296 -1198 -11.971354498883782
GG 697999944 -1199 -11.980008128007542
YM 667551857 -1205 -12.044355135500865
SW 663415953 -1206 -12.053321343913089
BJ 654853039 -1208 -12.072063872741486
LM 649112313 -1209 -12.08476692564834
CS 643530723 -1210 -12.097226022279303
II 642384029 -1210 -12.099799023608627
IX 621227893 -1215 -12.148112440561372
XE 614533122 -1217 -12.163744277593947
OH 602121281 -1220 -12.193180940328173
LK 555883002 -1231 -12.308453780679777
DV 537221821 -1236 -12.357717142401718
LP 536595562 -1236 -12.359399925468317
AX 531206960 -1238 -12.373960998704764
OX 523764012 -1240 -12.394318112972233
UF 522547858 -1240 -12.397671874277703
DM 512522701 -1243 -12.425619141096314
IU 490874936 -1249 -12.487879543030118
SF 483979931 -1251 -12.508287822693585
BT 482272940 -1252 -12.513385184018516
KA 478095427 -1253 -12.525936441423958
YT 470429861 -1255 -12.54925540812299
EK 464449289 -1257 -12.567713963432295
PM 449910017 -1262 -12.613598559467327
YA 444542870 -1264 -12.630912493807774
GT 434302509 -1267 -12.664534760061768
WL 429185823 -1269 -12.681632626072757
RH 426095630 -1270 -12.692057791941007
YL 416082307 -1273 -12.726366105094408
HS 414044112 -1274 -12.733450567540936
AH 384694919 -1284 -12.839520272179211
YC 380670476 -1286 -12.854692365121597
YN 372595315 -1289 -12.88562551289265
RW 359714599 -1294 -12.936382334380855
HM 359316447 -1294 -12.93798007338316
LW 356374125 -1295 -12.949842454774538
HL 355049620 -1296 -12.955214383982646
AE 349540062 -1298 -12.977777229271188
ZI 341671190 -1302 -13.01062644289526
AZ 334669428 -1305 -13.040498279375434
LC 333338045 -1305 -13.046249059918546
PY 331698156 -1306 -13.053364054598374
AJ 331384552 -1306 -13.054728695728397
IQ 318727904 -1312 -13.110909716483409
NJ 312598990 -1314 -13.138921929116604
BB 308276690 -1316 -13.159009240299433
NH 306883963 -1317 -13.165541789976965
UO 300484143 -1320 -13.195946186202981
KL 298033281 -1321 -13.207761602306359
LR 283411884 -1329 -13.2803347911979
TN 282266629 -1329 -13.286176469545968
GM 277966576 -1331 -13.308323628588374
SN 258702825 -1342 -13.411939237042231
NR 258048421 -1342 -13.41559324238382
FY 256535008 -1343 -13.424079328774019
MN 247850339 -1348 -13.473765812870784
DW 230152384 -1359 -13.580645657908647
SB 223212317 -1363 -13.624818406090787
YR 219696469 -1365 -13.647723361495304
DN 213431654 -1369 -13.689460886200056
SQ 209894196 -1372 -13.713572770150389
ZO 202480511 -1377 -13.765451990143115
OJ 196696657 -1381 -13.807262605235005
YD 192245315 -1385 -13.840286602983728
LB 188643782 -1387 -13.867570495713704
WT 184446342 -1391 -13.900033865623342
LG 171657388 -1401 -14.003703091258611
KO 171324962 -1401 -14.006499675333798
NP 170186564 -1402 -14.016117899596482
SR 168896339 -1403 -14.027096985625896
NQ 167770304 -1404 -14.036747666453646
KY 167761726 -1404 -14.036821432514012
LN 165509578 -1406 -14.056320334178423
NW 163456000 -1408 -14.074332706670948
TF 159626603 -1411 -14.108533933912778
FS 155349948 -1415 -14.147713282927116
CQ 154363546 -1416 -14.156902950822062
DH 153344431 -1417 -14.166459268063083
SD 148275222 -1422 -14.214957509217557
VY 138085211 -1432 -14.317676225856586
DJ 134832736 -1436 -14.352064229514092
HW 134615178 -1436 -14.35439395557449
XU 134528161 -1436 -14.355326833930544
AO 130442323 -1440 -14.399823000842733
ML 129888836 -1441 -14.405957603786092
UK 129819900 -1441 -14.406723489666101
UY 128782521 -1442 -14.418298242519613
EJ 128194584 -1443 -14.424899727641344
EZ 127540198 -1444 -14.432283013425025
HB 123778334 -1448 -14.47547622993688
NZ 123192934 -1449 -14.48231552957381
NB 122258836 -1450 -14.493296302270162
MC 121591374 -1451 -14.501194154925997
YB 121220723 -1451 -14.505598686472387
TP 121089391 -1451 -14.507162567063022
XH 117618666 -1455 -14.549118005459935
UX 110947766 -1464 -14.633354419464684
TZ 108527540 -1467 -14.66517384936385
BV 108385069 -1467 -14.667069011049287
MF 107664447 -1468 -14.67669311621558
WD 99767462 -1479 -14.786593757163075
OZ 97904996 -1482 -14.813780649834305
YW 95070267 -1486 -14.856168918292887
KH 89811517 -1494 -14.938262668435634
GD 89087728 -1495 -14.949936417943889
BM 88228719 -1497 -14.963914790807966
MR 87580303 -1498 -14.974556688112296
KU 85313841 -1502 -15.01238331073476
UV 82252351 -1507 -15.065106212453346
DT 81648332 -1508 -15.075739714819774
HD 80544316 -1510 -15.095380345981827
AA 79794787 -1511 -15.108868629429862
XX 79068246 -1513 -15.122064706234214
DF 78347492 -1514 -15.135276034249737
DB 78190243 -1514 -15.138174535699191
JI 77899882 -1515 -15.143541984185639
KR 76743394 -1517 -15.165120556871772
XO 76097183 -1518 -15.177320078313237
CM 75144874 -1520 -15.195488432250146
ZZ 75012595 -1520 -15.198030274562877
NX 73899576 -1522 -15.219597039218762
YG 73102462 -1524 -15.235243130744603
XY 72645837 -1525 -15.244282999805526
KG 72267691 -1526 -15.25181232570357
TB 71746167 -1527 -15.262261366893894
DC 71030077 -1528 -15.276733076067138
BD 69761165 -1531 -15.302738991883638
SG 69588685 -1531 -15.306310379497694
WY 68368953 -1534 -15.331821792441843
ZY 66473188 -1538 -15.372390577912107
AQ 63283982 -1545 -15.443322741896704
HF 63249924 -1545 -15.444099376550067
CD 62905910 -1546 -15.451967558280115
VU 62384927 -1547 -15.463965624994332
KW 61416538 -1549 -15.486535931093448
ZU 60692846 -1551 -15.503636649032979
BN 59062122 -1555 -15.542929930280417
IH 58966344 -1555 -15.545271373464388
TG 55522877 -1564 -15.632080794436057
XV 55076715 -1565 -15.643720605635778
UZ 53873803 -1568 -15.675579208964626
BC 53278096 -1570 -15.69162059285261
XF 52374239 -1572 -15.716305741562751
