TION,16665142795
ATIO,8806923204
THAT,8006441484
THER,6709891631
WITH,6099136075
MENT,5424670138
IONS,4103605496
THIS,3830166510
HERE,3590397215
FROM,3473404890
OULD,3254639017
TING,3206810019
HICH,3151330949
WHIC,3144376626
CTIO,3042358746
ENCE,2858704883
HAVE,2817502046
OTHE,2691858440
IGHT,2665744211
SION,2611036913
EVER,2499881214
ICAL,2492121442
THEY,2464213289
INTE,2456662311
OUGH,2398123895
ANCE,2356151685
WERE,2341551381
TIVE,2305502426
OVER,2278057794
DING,2272830002
PRES,2262436497
NTER,2233448271
COMP,2217995855
ABLE,2196502923
HEIR,2181293449
THEI,2177918715
ALLY,2160442050
ATED,2057217802
RING,2045153376
TURE,2042026168
CONT,2040414869
ENTS,2023167989
CONS,2021615245
RATI,2018379478
THIN,1996331280
PART,1980342010
FORM,1953053447
NING,1921768297
ECTI,1880194020
SOME,1855503406
PORT,1854632642
ENTI,1829441946
ONAL,1808240795
ITIO,1802906061
HING,1798474829
OUND,1783908816
WILL,1748415947
REAT,1733252336
COMM,1726950118
NDER,1726180132
TIME,1722071779
EMEN,1709331191
IONA,1693327839
MORE,1690502893
STAT,1672247222
STAN,1622628091
KING,1622079871
BEEN,1619442392
RESS,1610671325
THOU,1578072030
WHEN,1565941307
ACTI,1562721748
LATI,1547413752
THEM,1522937493
SPEC,1494738687
VERY,1493949392
SIDE,1476738068
THES,1475557280
WOUL,1474214280
TAIN,1474021338
NATI,1452154351
RATE,1448739949
CENT,1436800791
OUNT,1435934830
RESE,1423950372
SING,1408302253
WHAT,1385862595
TATE,1377992861
EVEN,1366470808
WORK,1356427702
UNDE,1340061158
MBER,1325454134
HESE,1325244022
CIAL,1320953046
THAN,1314018902
ERAL,1306770966
ATER,1303448639
TTER,1299975118
SENT,1288296328
FORE,1278964621
RACT,1266855669
LING,1266357178
CESS,1265633965
INST,1252528758
ERAT,1244870115
COUN,1243626584
ANGE,1228479534
TIES,1227214014
CATI,1209909393
LATE,1198633561
MPLE,1189744599
INTO,1188978023
EACH,1186246426
DENT,1186113181
SERV,1178010518
ONLY,1177468245
ABOU,1175410512
TATI,1174665725
REAS,1158168594
IOUS,1155815357
SSIO,1153308967
MOST,1151903072
ESTI,1150736501
NESS,1141346404
CTIV,1138786553
LITY,1137752126
ICAT,1137324593
STER,1136283023
ERED,1133896103
FERE,1121598093
ATES,1117577871
LECT,1115392112
SUCH,1104113462
ARTI,1096620035
INDI,1094606203
FFER,1093564498
STRA,1091441300
INGS,1083641681
BOUT,1081088367
RENT,1078746554
EREN,1076274144
ATTE,1074569080
ENER,1064117352
ATUR,1060974566
ROUG,1049875282
LAND,1048325721
COME,1041681686
SOCI,1040830470
KNOW,1040233016
ALSO,1039173415
LLOW,1038837384
REST,1035521572
VERS,1031637548
CHAN,1026167664
ATIV,1025581865
VING,1022077348
INED,1020631484
CALL,1017795198
PERS,1015908105
ESSI,1015768377
EFOR,1006736254
LIKE,1005093951
GENE,1004389328
DIFF,1003495068
SELF,1003405291
AUSE,999351678
PROV,997614274
RIES,991228921
ILIT,991212633
FFIC,989926979
IDEN,989026728
STOR,987846723
EVEL,986355219
PERI,985608234
THEN,984575163
LONG,983178409
COND,974112778
FECT,974037048
CAUS,972700364
RICA,969490143
HOSE,965471224
YEAR,963235992
UTIO,958437733
ESEN,949121241
JECT,947396391
RODU,946555042
HOUG,946316599
THRO,945675982
ODUC,945592739
IRST,944112594
CTED,940679113
AFTE,940158502
TERN,939104159
CONC,937988358
FTER,934856321
FIRS,932344975
TABL,928819098
CHAR,928342768
ONCE,927694521
ENTA,927667114
ENDE,924084096
UGHT,922949111
IENT,920941593
ISTI,914212602
WHER,907608714
CREA,905231948
TICA,905184965
EXPE,904340539
OWER,902884483
LESS,902019805
NERA,900190348
ORMA,898800370
SHOU,895613941
READ,895194331
STRU,892397865
COUL,891040687
GAIN,887976213
RELA,885758947
TERI,881079945
ONTR,880426590
ENTE,879185969
ECON,873584587
ONSI,872987930
IFIC,870753863
TRAN,867346575
PROP,866963708
HOUL,866829548
SURE,863332880
ESSE,862637027
ATHE,858400596
PECT,858335845
MATI,853089460
CTOR,852815120
IVER,852803292
NCES,847942639
GREA,845896706
TAKE,845840876
DITI,845631859
TERS,845097164
INES,842609054
POLI,840271365
ALLE,838699038
UNIT,837259984
COUR,837250547
WELL,836261847
STRI,833430734
ELAT,832145646
PECI,827282240
YOUR,826975488
FACT,825709953
TENT,825700005
ARGE,824897796
NTED,824105491
SIGN,822739381
TANT,819433744
RENC,819315546
DERS,817309330
TORY,815900488
NTIN,815677331
ULAR,812037152
MANY,811720338
EARS,809768639
LACE,809197568
OLOG,808725104
DUCT,808535503
BECA,805500397
AINS,804352907
OPER,801675244
APPE,798762910
ITIE,798112421
LINE,796118091
EASE,794893496
DIST,790634245
SITI,790455051
ULAT,789754686
TRAT,783896191
STIN,783639923
LISH,782431183
STIC,781692639
DISC,780802235
TERM,777856917
PLAC,777709781
POSI,777009203
ICUL,776031371
NDIN,774103927
PROD,771595395
GIVE,770567099
ATIN,769053173
ICAN,768894248
OINT,767669301
SAID,767405715
VENT,767349764
USED,766235560
RECT,764010510
ISTE,761899322
TTLE,761344923
OSIT,759606488
RESP,759544789
UBLI,757904154
IBLE,754781671
WARD,752768256
HROU,752568391
MADE,750074834
ARCH,748976901
WEEN,748583074
TWEE,748387436
BETW,746549914
ETWE,744913566
STUD,743961516
WING,743216136
CEPT,742875473
UCTI,742489329
PROC,741835248
RIGH,740322548
GROU,739898845
VIDE,738956623
IFFE,738460905
TERE,737610819
AGAI,737586608
HIGH,735865456
ONST,732505495
TANC,731572163
LLED,731496700
PUBL,730060984
JUST,728904166
RSON,728502238
OMPA,724772644
PLAN,723750138
RTIC,721680428
OCIA,720229665
FFEC,719776713
TRUC,717847087
EING,717772440
YING,717421933
RANS,717296607
HANG,714490851
ERSO,711956528
BILI,711212303
LITI,709616648
MAIN,709423275
ACCO,706600330
OPLE,704732655
RITI,701868063
CULA,701704827
THOS,701579252
NMEN,701374455
EOPL,696654581
NTRA,696439985
CULT,695767754
INAT,693330672
CIEN,692810339
POSE,691237755
PEOP,691156395
SUPP,690125570
EMBE,689374363
EATE,684524456
YSTE,683842330
ARLY,683465281
REQU,681306865
OURS,680020739
ORDE,679574609
POIN,679195354
ITED,679189683
IENC,678961081
NOTH,676813050
MUST,676653730
ECTE,676622326
MAKE,673911006
ROUN,672804418
STEM,669185451
TAND,669019109
RECO,667326361
RDER,667270503
VELO,666238654
PROB,665727954
MATE,665024281
ERIO,664546596
SHIP,664234547
ROCE,663470389
SSES,661473314
LIFE,660992698
HOUS,660862274
PRIN,660858853
ERIC,659792737
URES,659552592
RUCT,659072327
RIEN,658291545
MEAN,655115899
HAND,654360984
NTLY,653526930
THRE,653465617
IMPO,653335241
ETER,653083034
CHIL,652250318
TITU,651631344
ISHE,651306133
INCE,650462285
CTUR,650216908
BEIN,649969229
TURN,648456162
CASE,647490041
NDED,647410788
RIAL,646614935
EARL,646117996
BJEC,642836978
URIN,642260386
GREE,638869970
OMPL,636886577
OLLO,636550058
ROVI,632918812
HERS,632867096
MINI,630843411
ASSE,630472013
SYST,629477817
LEAR,629164593
ELOP,628612231
GOOD,628590532
SAME,628532603
SHED,627628478
MINA,627589093
AINE,627377348
ECAU,624026639
MPOR,623761169
PERA,622815479
PARA,622387831
FOUN,621598405
DIVI,620801820
MERI,619966299
EQUI,618813795
HOWE,616282127
ENSI,615952110
FOLL,613404028
ISTR,612595747
ERVE,611834243
REAL,611268605
MUCH,611114674
POSS,610922476
SIST,610908874
INAL,610168658
ALIT,609695718
BEFO,609677832
HILD,609228946
DEVE,608573887
TEMP,607912078
SSED,607787109
VERN,607275996
SIBL,603898157
MEDI,602151933
ITIC,601861835
CONF,601270708
RANC,600707852
PTIO,599490694
ORTA,598947525
CHIN,597385685
NTRO,596960296
ENTL,595865603
NCLU,595587245
TIAL,594992952
AMER,594724814
SCRI,594230897
SHOW,593843240
HOUT,591308576
IDER,589482331
ISTO,588872386
ROPE,588009069
QUES,587513069
ARRI,587126105
RECE,585825632
NSID,584689229
OMEN,583261930
TMEN,581797768
RIST,581645789
USIN,580488793
VARI,579435086
CATE,579312082
VISI,577487598
TEST,577301368
NSTR,576825589
NTEN,576225672
GOVE,575749413
ANTI,575681954
EPAR,574912185
ELEC,574806109
DUCE,574241566
EDUC,573996642
BACK,573576973
ERVI,573387445
IATE,573088039
OWIN,571213113
OGRA,570331845
ERIN,568935107
EQUE,568018751
EFFE,566810424
RAIN,566181467
UMBE,565781476
APPR,564275891
ALTH,563729542
MARK,562937652
ITTE,562743327
ERSI,562219735
ASSI,561922857
VALU,561713352
LIGH,561622487
METH,561414578
URAL,560661725
POWE,560549297
PEND,560391811
MISS,559938047
VIEW,559675198
BOTH,559344286
OUSE,559298800
ILLI,559239583
STRE,558228296
TUAL,557975089
HALL,557523131
NFOR,556375150
LARG,556128860
EXAM,554911076
RDIN,553280707
