PRESENT,824742877
ATIONAL,762433790
THROUGH,749090668
BETWEEN,744417157
ICATION,722167790
DIFFERE,677771053
IFFEREN,670872632
GENERAL,633547743
BECAUSE,612321946
DEVELOP,606493757
AMERICA,532262788
HOWEVER,519207264
ERATION,510370426
NATIONA,505313712
CONSIDE,503183899
ONSIDER,503183899
FERENCE,497205016
POSITIO,477938889
OSITION,477796573
IZATION,474448097
FFERENT,466784799
WITHOUT,465581954
ERNMENT,450665242
VERNMEN,447892044
OVERNME,447892044
GOVERNM,447892044
ULATION,445456046
ANOTHER,444695376
IMPORTA,442392582
INTERES,441875438
NTEREST,441730696
ELATION,440490286
RMATION,440248903
MPORTAN,437854434
PRODUCT,437221932
FORMATI,434187644
COMMUNI,430581451
LATIONS,427996447
ORMATIO,424323704
CERTAIN,422571801
INCREAS,420881469
RELATIO,417746119
SPECIAL,417298425
PROCESS,410880291
AGAINST,410444403
PROBLEM,400153081
NSTITUT,399177687
POLITIC,398278341
INATION,397672270
UNIVERS,389555785
QUESTIO,389540808
UESTION,389540808
MERICAN,388904837
POSSIBL,388685503
EXAMPLE,382961514
PROVIDE,376254428
OLUTION,374909699
CONTINU,373959911
REQUIRE,371603041
ARACTER,363803391
CHARACT,363520357
HARACTE,363520357
DUCTION,362536327
SERVICE,359008963
CONTROL,357789978
THOUGHT,354800221
MISSION,353414750
ARTICUL,349111805
RTICULA,349077947
CHILDRE,342501624
OSSIBLE,341942159
HILDREN,341757227
ELOPMEN,338135256
VELOPME,338135256
LOPMENT,338135256
EVELOPM,337814385
NDITION,334444412
CONDITI,333155987
ONDITIO,333155987
UNCTION,332818900
PORTANT,331328336
TICULAR,329466393
ABILITY,326889345
PARTICU,325629775
RODUCTI,325463578
SUBJECT,323121414
REPRESE,322762051
EPRESEN,322762051
LOGICAL,319567201
NCREASE,317901471
INFORMA,317419819
IVERSIT,316841571
INDIVID,316819237
NDIVIDU,316809286
DIVIDUA,316640834
IVIDUAL,315191717
PRACTIC,313259633
LLOWING,312631255
HIMSELF,312455085
OPERATI,306609385
NSTRUCT,305951035
COUNTRY,305913559
ECONOMI,305526720
UNDERST,303627691
NFORMAT,297542828
CHAPTER,295441880
RESPONS,295309338
OLITICA,295151345
LITICAL,294496146
NIVERSI,294468840
VERSITY,294156666
FUNCTIO,294131001
RESSION,293572690
SUPPORT,291540667
STITUTI,291513488
PROGRAM,291307843
TRATION,290777121
ORGANIZ,289879864
LICATIO,284965613
XPERIEN,284476645
EXPERIE,284476645
TRUCTUR,284234191
STRUCTU,284234191
ETERMIN,283867169
DETERMI,283867169
PRODUCE,283343490
OLLOWIN,283226010
FOLLOWI,283045078
SECTION,282593112
PERIENC,281877468
EXPRESS,280061343
HISTORY,279467552
COMPLET,279275625
OLOGICA,278801485
EDUCATI,277805078
PRINCIP,277419645
TITUTIO,276285117
RATIONS,276205896
ITUTION,276134214
SSOCIAT,275177735
CONOMIC,274782341
STRUCTI,274741098
ERIENCE,274369241
UCATION,273936976
DUCATIO,273936976
NECESSA,273325720
ECESSAR,273223159
ACCOUNT,270786469
LECTION,270491689
LTHOUGH,269984217
ALTHOUG,269984217
ODUCTIO,269581997
SEVERAL,268826485
MATERIA,267537778
ASSOCIA,267135221
SUCCESS,266552146
ATERIAL,266270716
HEREFOR,264676630
MEASURE,264566693
INDUSTR,263580079
EREFORE,260391266
THEREFO,259259912
INTERNA,259234606
TERNATI,258208371
INCLUDE,256359760
OMPLETE,255502399
RESIDEN,255474233
DISCUSS,255006525
BUSINES,254122202
USINESS,254122202
COMPANY,250367438
IFICATI,249445278
FICATIO,249434560
ACTIVIT,248652085
PATIENT,247548209
ESTABLI,247244825
TABLISH,247244825
STABLIS,247244825
FURTHER,246976594
FFICIEN,246159044
NOWLEDG,246088251
KNOWLED,246088251
WHETHER,245964864
ESEARCH,245056320
RESEARC,245056320
SPECIFI,244902238
CATIONS,244402290
RESPECT,243975819
DEPENDE,243591646
PERSONA,242965589
PERFORM,242363815
OVEMENT,241453192
PRESSIO,240741995
BLISHED,240713724
CONCERN,240508877
NIZATIO,239651285
RECEIVE,239059887
NDERSTA,238254381
SUGGEST,237005065
NATURAL,236128318
ERSTAND,236116522
DERSTAN,236116522
STUDENT,235830843
CORDING,235673451
BELIEVE,235517450
IFFICUL,234901154
DIFFICU,234901154
FFICULT,234901154
RUCTURE,234264555
ESCRIBE,233121354
TOGETHE,232868951
OGETHER,232868951
EPENDEN,232520030
OWLEDGE,232373584
ERSONAL,231908784
ONTINUE,231506177
RELIGIO,230933187
SIMILAR,230752957
DITIONS,230714271
CONTAIN,230662328
DESCRIB,230475676
RUCTION,229095104
TRUCTIO,229095104
NTATION,227107573
NOTHING,227064661
SOCIETY,226962849
ISTANCE,226329739
ECTIONS,225805377
INDICAT,224932111
OMETHIN,224121924
SOMETHI,224121924
MEMBERS,223881895
METHING,223400716
CESSARY,223278856
COLLECT,223104893
PLICATI,220478215
ERATURE,220093872
TENTION,217126362
MSELVES,216975281
EMSELVE,216975281
HEMSELV,216975281
THEMSEL,216975281
PURPOSE,216908378
MINATIO,216859447
ESIDENT,216657847
AUTHORI,215165162
ANIZATI,214956842
INFLUEN,214280278
INSTITU,214107380
ANGUAGE,214034239
LANGUAG,214034239
PERATIO,213134822
STANDIN,212216801
TANDING,212065818
ACCORDI,210282605
CONSTIT,209903728
ONSTITU,209903728
CCORDIN,209715124
FFERENC,208242634
RGANIZA,208017996
ENGLISH,207892185
GANIZAT,207836365
PROPERT,207114812
SOLUTIO,206980301
DDITION,206879569
ADDITIO,206879569
OMMUNIT,206142280
PECIFIC,206083747
EMPLOYE,205776431
CONNECT,205698995
CENTURY,205211960
SCIENCE,204180218
FICIENT,204178648
SIGNIFI,204073665
ITIONAL,203535977
TRIBUTI,202799203
MINISTR,202356017
PROFESS,202116153
VARIOUS,201314232
NSIDERA,200170571
FREQUEN,198624041
NFLUENC,198584015
ALREADY,198197475
RACTICE,197593061
APPROAC,196469118
PPROACH,196469118
TUATION,196026039
GNIFICA,195300177
CONSTRU,195236633
ENTATIO,195196306
FLUENCE,194834807
INVOLVE,194555457
PUBLISH,193840889
CULTURE,193799654
PERHAPS,192537809
CURRENT,192310481
SIBILIT,192306605
IGNIFIC,192179788
CEPTION,189321115
NIFICAN,188636980
ARTICLE,188435870
RESPOND,187937023
RODUCED,187909392
TATIONS,187561364
STRATIO,187532180
IBILITY,186971669
ONSTRUC,186939720
RNATION,186488574
TERMINE,186428377
APPLICA,186125956
USUALLY,185998425
NTRODUC,185673845
STANDAR,185638669
TANDARD,185638669
INTRODU,185431712
ORIGINA,185226230
PROBABL,185135828
INCIPLE,184758698
RINCIPL,184758698
PECIALL,184090423
ECIALLY,183987294
ADMINIS,183815436
DITIONA,183703359
DMINIST,183654202
RIBUTIO,183617459
IBUTION,183617459
ELEMENT,183204457
PRESIDE,183195976
COMMITT,182871248
ROBLEMS,182539456
RECTION,182450186
IONSHIP,182212251
PULATIO,181786830
ITATION,181724575
ECISION,181508027
ARTMENT,181374450
PARTMEN,181374450
REFEREN,181312659
PROJECT,181271374
MOVEMEN,181042399
CONSIST,180901662
VIDENCE,180673640
ANALYSI,180600806
MEDIATE,180409341
RESULTS,180262105
CONCEPT,179917857
CTIVITY,179545629
ERNATIO,179350492
BEHAVIO,179313367
NALYSIS,178726187
ITUATIO,178354745
PROTECT,178246488
SERVATI,178090708
SITUATI,177887222
OMMITTE,177140942
PORTION,176655075
RECOGNI,176208272
PERCENT,176020776
UILDING,175917564
BUILDIN,175917564
TIONSHI,175806114
ATIONSH,175806114
SEPARAT,175677680
UTHORIT,175659100
ORATION,175628519
AGEMENT,175388383
CIATION,175328826
CHRISTI,174930670
RACTERI,174836063
ESPECIA,174557593
NTERNAT,174338012
ATTEMPT,174041880
HISTORI,173843143
CAPITAL,173696938
EFERENC,172789274
POPULAT,172355819
SCRIBED,171932791
SURFACE,171911539
RELATIV,171717144
SOMETIM,171408194
OMETIME,171408194
MMUNITY,170868070
VENTION,170832342
GENERAT,170699726
STITUTE,170344577
FOREIGN,170165528
CLUDING,170059627
CHANGES,169777428
AVAILAB,169432586
ACTIONS,168851172
ISTRIBU,168437370
DISTRIB,168437370
STRIBUT,168437370
SOURCES,168346684
BROUGHT,168239900
DECISIO,168228625
EVIDENC,168117675
CENTRAL,167992924
OPULATI,167971074
VOLUTIO,167929398
RADITIO,167528843
TRADITI,167528843
ADITION,167382384
FECTIVE,166429032
RESENTA,165301730
METIMES,165282667
EVOLUTI,165201587
RISTIAN,165094867
BRITISH,165079809
HRISTIA,164817514
ESENTAT,164392095
SENTATI,164392095
ELATIVE,164085500
RACTION,163935449
CULTURA,163821127
LIZATIO,163797203
TRIBUTE,163333349
OBSERVE,162545827
WORKING,162044152
RIGINAL,162005774
RESENTE,161879086
NCLUDIN,161846923
ERENCES,161698867
CORPORA,161097386
COMMAND,160906583
ULTURAL,160542173
ESENTED,160243288
STUDIES,159772512
STANCES,159430751
ENVIRON,158585812
EATMENT,158241844
TREATME,158241844
REATMEN,158241844
GREATER,158013141
DIRECTI,157959343
EQUIRED,157770281
UBLISHE,156948257
INISTRA,156794839
NISTRAT,156416277
FFECTIV,155628306
ORPORAT,155481979
ESPONSI,155057384
TUDENTS,154752778
ROBABLY,154631348
ENGLAND,154310419
RONMENT,154248223
IRONMEN,154248223
NVIRONM,154248223
VIRONME,154248223
INCLUDI,154115921
QUENTLY,153571684
CONDUCT,153505874
SIDERED,153278309
AILABLE,153256458
NSIDERE,153063896
NDICATE,152933865
PHYSICA,152755874
XPERIME,152753458
ERIMENT,152753458
PERIMEN,152753458
EXPERIM,152753458
OMMUNIC,152740356
MMUNICA,152740356
VAILABL,152664847
EFFECTI,152250242
HYSICAL,152212093
EQUENTL,151833621
CONTRAC,151808794
TICALLY,151673914
ILITIES,151138548
NATIONS,150548923
PENDENT,150336765
ISTRATI,150313378
MUNICAT,150278579
DISEASE,150107813
WILLIAM,149986792
SYSTEMS,149668657
COMPANI,149575757
EXPLAIN,149476118
NDUSTRI,148970761
TEACHER,148943439
WRITING,148917702
DEPARTM,148885096
EPARTME,148885096
INISTER,147659189
IMMEDIA,147618074
IDENTIF,147605348
SCRIPTI,147372006
TEMPERA,146559808
PRESSUR,146335741
ONTRACT,146096040
PPLICAT,146040650
MMEDIAT,146008110
OLLECTI,145906121
CONTENT,145515708
RVATION,145502404
NDEPEND,145363092
INDEPEN,145229709
RESSURE,145012649
ECEIVED,144684239
SPONSIB,144564110
PRESSED,144386946
FEELING,144306770
COVERED,144264862
FRIENDS,144221983
MINISTE,143905025
SEQUENC,143370844
QUALITY,143220366
PRIVATE,143162893
CONSTAN,142934777
MANAGEM,142337236
NAGEMEN,142337236
ANAGEME,142337236
ROPERTY,142305937
CREASED,141406826
JOURNAL,141300988
EQUENCE,141134555
DEFINIT,141114085
HUNDRED,140881582
WRITTEN,140768941
COMMISS,140707846
ERVATIO,140642577
COUNTRI,140565814
OUNTRIE,140565814
IFICANT,140503990
ESTIONS,140490679
MMITTEE,140393115
ENERALL,140390908
UNTRIES,140381058
ATEMENT,140260077
NERALLY,139841620
ESPONSE,139784828
IRECTIO,139578289
NSEQUEN,139275080
CONSEQU,139275080
ONSEQUE,139275080
ATTENTI,139244471
IGATION,139213997
EHAVIOR,139176674
SOCIATI,139134395
XPRESSI,138869445
ERVICES,138796737
SPECTIV,138397266
ISCOVER,138312226
DISCOVE,138312226
STATEME,138266557
TATEMEN,138266557
IMPROVE,138216258
EFFECTS,138134294
PECTIVE,138097872
OCCASIO,137883787
CCASION,137883787
MEANING,137845538
RELATED,137524218
CONTRIB,137510860
MENTION,137478770
ONTRIBU,137269010
NTRIBUT,137269010
REFLECT,137262835
FESSION,136415762
ONSTANT,136176411
SOCIATE,136168186
FOLLOWE,135660410
OMMISSI,135657705
MMISSIO,135657705
ROVIDED,135240015
PHILOSO,134720435
ILOSOPH,134720435
HILOSOP,134720435
EARNING,134702937
SUBSTAN,134686991
OCIATIO,134520698
OFFICER,133906039
CRIPTIO,133790141
RIPTION,133663316
READING,133559966
PERFECT,132873013
POSSESS,132754866
COLLEGE,132557511
EVELOPE,132552530
TTENTIO,132414905
ISCUSSI,132084957
PATTERN,132079099
MEETING,131483603
EMPERAT,131379083
MILITAR,131081028
CORRECT,130715023
EPARATE,130700750
ELECTIO,130296190
DISTINC,130260345
ISTINCT,130260345
STATION,130240259
PREVENT,129763385
OPINION,129586264
SEQUENT,129444015
ESTIMAT,129219149
INTERPR,129137088
ELECTRO,128963575
COUNCIL,128940594
NTERPRE,128752259
TERPRET,128752259
PICTURE,128716977
TAINING,128709181
REGULAT,128340936
MAINTAI,127742533
AINTAIN,127742533
VANTAGE,127660167
STRENGT,127654573
TRENGTH,127654573
SUFFICI,127380956
NTINUED,127268816
ROGRESS,127148369
UFFICIE,127138428
REQUENT,127132956
REVIOUS,127092442
PREVIOU,127092442
TERMINA,126894808
PROGRES,126816492
ABLISHE,126364761
ACTERIS,126269742
VELOPED,126060638
ANYTHIN,125948916
OUTSIDE,125908459
NYTHING,125837838
ILITARY,125735508
ADVANCE,125719439
ADDRESS,125658823
RESOURC,125531667
MECHANI,125502021
ESOURCE,125423901
LEMENTS,125390488
PERATUR,125381664
MPERATU,125274358
REMEMBE,125245281
EMEMBER,125245281
